ID,Name,State,Year,Month,Precipitation,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-021,Glenn County,California,2015,August,0.02,-0.05,83,0.07
CA-023,Humboldt County,California,2015,August,0.47,0.18,107,0.29
CA-025,Imperial County,California,2015,August,0.02,-0.37,18,0.39
CA-027,Inyo County,California,2015,August,0.07,-0.26,43,0.33
CA-029,Kern County,California,2015,August,0,-0.08,1,0.08
CA-031,Kings County,California,2015,August,0.01,0,107,0.01
CA-033,Lake County,California,2015,August,0.15,0.04,106,0.11
CA-035,Lassen County,California,2015,August,0.05,-0.25,30,0.3
CA-037,Los Angeles County,California,2015,August,0.01,-0.06,41,0.07
CA-039,Madera County,California,2015,August,0.02,-0.09,38,0.11
CA-041,Marin County,California,2015,August,0.03,-0.08,85,0.11
CA-043,Mariposa County,California,2015,August,0.02,-0.07,51,0.09
CA-045,Mendocino County,California,2015,August,0.25,0.12,109,0.13
CA-047,Merced County,California,2015,August,0.03,0.02,114,0.01
CA-049,Modoc County,California,2015,August,0.12,-0.22,47,0.34
CA-051,Mono County,California,2015,August,0.24,-0.26,54,0.5
CA-053,Monterey County,California,2015,August,0.04,0.02,113,0.02
CA-055,Napa County,California,2015,August,0.01,-0.06,83,0.07
CA-057,Nevada County,California,2015,August,0.1,-0.09,73,0.19
CA-059,Orange County,California,2015,August,0.01,-0.04,47,0.05
CA-061,Placer County,California,2015,August,0.06,-0.09,59,0.15
CA-063,Plumas County,California,2015,August,0.12,-0.15,70,0.27
CA-065,Riverside County,California,2015,August,0.06,-0.41,27,0.47
CA-067,Sacramento County,California,2015,August,0.02,-0,103,0.02
CA-069,San Benito County,California,2015,August,0.06,0.04,117,0.02
CA-071,San Bernardino County,California,2015,August,0.1,-0.43,24,0.53
CA-073,San Diego County,California,2015,August,0.05,-0.27,42,0.32
CA-075,San Francisco County,California,2015,August,0.02,-0.05,85,0.07
CA-077,San Joaquin County,California,2015,August,0.04,0.02,113,0.02
CA-079,San Luis Obispo County,California,2015,August,0,-0.02,1,0.02
CA-081,San Mateo County,California,2015,August,0.01,-0.05,48,0.06
CA-083,Santa Barbara County,California,2015,August,0,-0.03,1,0.03
CA-085,Santa Clara County,California,2015,August,0.1,0.05,113,0.05
CA-087,Santa Cruz County,California,2015,August,0.06,0.01,106,0.05
CA-089,Shasta County,California,2015,August,0.03,-0.22,41,0.25
CA-091,Sierra County,California,2015,August,0.18,-0.1,76,0.28
CA-093,Siskiyou County,California,2015,August,0.15,-0.22,58,0.37
CA-095,Solano County,California,2015,August,0.01,-0.02,95,0.03
CA-097,Sonoma County,California,2015,August,0.06,-0.01,99,0.07
CA-099,Stanislaus County,California,2015,August,0.01,-0,103,0.01
CA-101,Sutter County,California,2015,August,0.01,-0.02,94,0.03
CA-103,Tehama County,California,2015,August,0.04,-0.12,59,0.16
CA-105,Trinity County,California,2015,August,0.15,-0.15,73,0.3
CA-107,Tulare County,California,2015,August,0,-0.17,1,0.17
CA-109,Tuolumne County,California,2015,August,0.09,-0.1,57,0.19
CA-111,Ventura County,California,2015,August,0,-0.05,1,0.05
CA-113,Yolo County,California,2015,August,0.01,-0.01,96,0.02
CA-115,Yuba County,California,2015,August,0.03,-0.04,89,0.07
CA-001,Alameda County,California,2015,September,0.04,-0.18,60,0.22
CA-003,Alpine County,California,2015,September,0.39,-0.44,61,0.83
CA-005,Amador County,California,2015,September,0.07,-0.48,35,0.55
CA-007,Butte County,California,2015,September,0.27,-0.38,62,0.65
CA-009,Calaveras County,California,2015,September,0.04,-0.43,30,0.47
CA-011,Colusa County,California,2015,September,0.1,-0.17,67,0.27
CA-013,Contra Costa County,California,2015,September,0.04,-0.15,60,0.19
CA-015,Del Norte County,California,2015,September,1.05,-0.73,57,1.78
CA-017,El Dorado County,California,2015,September,0.11,-0.63,37,0.74
CA-019,Fresno County,California,2015,September,0.16,-0.23,64,0.39
CA-021,Glenn County,California,2015,September,0.23,-0.15,73,0.38
CA-023,Humboldt County,California,2015,September,0.62,-0.45,67,1.07
CA-025,Imperial County,California,2015,September,0.1,-0.17,65,0.27
CA-027,Inyo County,California,2015,September,0.04,-0.24,40,0.28
CA-029,Kern County,California,2015,September,0.18,-0,95,0.18
CA-031,Kings County,California,2015,September,0.01,-0.12,55,0.13
CA-033,Lake County,California,2015,September,0.72,0.23,102,0.49
CA-035,Lassen County,California,2015,September,0.31,-0.32,58,0.63
CA-037,Los Angeles County,California,2015,September,1,0.79,126,0.21
CA-039,Madera County,California,2015,September,0.28,-0.13,80,0.41
CA-041,Marin County,California,2015,September,0.27,-0.03,91,0.3
CA-043,Mariposa County,California,2015,September,0.13,-0.39,52,0.52
CA-045,Mendocino County,California,2015,September,0.93,0.27,98,0.66
CA-047,Merced County,California,2015,September,0.01,-0.15,39,0.16
CA-049,Modoc County,California,2015,September,0.62,-0.07,76,0.69
CA-051,Mono County,California,2015,September,0.29,-0.24,60,0.53
CA-053,Monterey County,California,2015,September,0.04,-0.16,61,0.2
CA-055,Napa County,California,2015,September,0.28,-0.01,96,0.29
CA-057,Nevada County,California,2015,September,0.19,-0.61,50,0.8
CA-059,Orange County,California,2015,September,0.96,0.76,122,0.2
CA-061,Placer County,California,2015,September,0.15,-0.56,47,0.71
CA-063,Plumas County,California,2015,September,0.27,-0.57,47,0.84
CA-065,Riverside County,California,2015,September,0.4,0.06,90,0.34
CA-067,Sacramento County,California,2015,September,0.02,-0.2,47,0.22
CA-069,San Benito County,California,2015,September,0.03,-0.17,56,0.2
CA-071,San Bernardino County,California,2015,September,0.33,-0.01,85,0.34
CA-073,San Diego County,California,2015,September,0.91,0.63,121,0.28
CA-075,San Francisco County,California,2015,September,0.08,-0.17,64,0.25
CA-077,San Joaquin County,California,2015,September,0.01,-0.18,40,0.19
CA-079,San Luis Obispo County,California,2015,September,0.05,-0.13,82,0.18
CA-081,San Mateo County,California,2015,September,0.04,-0.22,48,0.26
CA-083,Santa Barbara County,California,2015,September,0.1,-0.06,93,0.16
CA-085,Santa Clara County,California,2015,September,0.01,-0.23,33,0.24
CA-087,Santa Cruz County,California,2015,September,0.02,-0.26,39,0.28
CA-089,Shasta County,California,2015,September,0.71,-0.16,84,0.87
CA-091,Sierra County,California,2015,September,0.24,-0.63,49,0.87
CA-093,Siskiyou County,California,2015,September,0.48,-0.46,53,0.94
CA-095,Solano County,California,2015,September,0.05,-0.15,65,0.2
CA-097,Sonoma County,California,2015,September,0.62,0.23,104,0.39
CA-099,Stanislaus County,California,2015,September,0.01,-0.16,40,0.17
CA-101,Sutter County,California,2015,September,0.04,-0.23,56,0.27
CA-103,Tehama County,California,2015,September,0.4,-0.23,75,0.63
CA-105,Trinity County,California,2015,September,0.76,-0.22,78,0.98
CA-107,Tulare County,California,2015,September,0.12,-0.25,69,0.37
CA-109,Tuolumne County,California,2015,September,0.18,-0.56,42,0.74
CA-111,Ventura County,California,2015,September,0.53,0.31,112,0.22
CA-113,Yolo County,California,2015,September,0.06,-0.16,69,0.22
CA-115,Yuba County,California,2015,September,0.14,-0.37,55,0.51
CA-001,Alameda County,California,2015,October,0.08,-0.84,24,0.92
CA-003,Alpine County,California,2015,October,2.4,0.56,87,1.84
CA-005,Amador County,California,2015,October,1.89,0.09,85,1.8
CA-007,Butte County,California,2015,October,0.64,-1.75,33,2.39
CA-009,Calaveras County,California,2015,October,1.8,0.04,83,1.76
CA-011,Colusa County,California,2015,October,0.07,-1.04,20,1.11
CA-013,Contra Costa County,California,2015,October,0.07,-0.81,21,0.88
CA-015,Del Norte County,California,2015,October,2.04,-3.49,24,5.53
CA-017,El Dorado County,California,2015,October,2.07,-0.27,72,2.34
CA-019,Fresno County,California,2015,October,1.16,0.29,89,0.87
CA-021,Glenn County,California,2015,October,0.11,-1.23,20,1.34
CA-023,Humboldt County,California,2015,October,1.1,-2.91,26,4.01
CA-025,Imperial County,California,2015,October,0.17,-0.07,86,0.24
CA-027,Inyo County,California,2015,October,1.44,1.12,128,0.32
CA-029,Kern County,California,2015,October,0.58,0.21,100,0.37
CA-031,Kings County,California,2015,October,0.58,0.22,101,0.36
CA-033,Lake County,California,2015,October,0.26,-2.02,22,2.28
CA-035,Lassen County,California,2015,October,1.08,-0.21,65,1.29
CA-037,Los Angeles County,California,2015,October,0.6,0.09,94,0.51
CA-039,Madera County,California,2015,October,1.22,0.14,77,1.08
CA-041,Marin County,California,2015,October,0.06,-1.68,15,1.74
CA-043,Mariposa County,California,2015,October,1.72,0.16,77,1.56
CA-045,Mendocino County,California,2015,October,0.3,-2.58,16,2.88
CA-047,Merced County,California,2015,October,0.42,-0.1,69,0.52
CA-049,Modoc County,California,2015,October,0.91,-0.34,57,1.25
CA-051,Mono County,California,2015,October,1.43,0.63,102,0.8
CA-053,Monterey County,California,2015,October,0.43,-0.31,60,0.74
CA-055,Napa County,California,2015,October,0.21,-1.29,25,1.5
CA-057,Nevada County,California,2015,October,1.64,-1.11,55,2.75
CA-059,Orange County,California,2015,October,0.38,-0.1,82,0.48
CA-061,Placer County,California,2015,October,1.83,-0.66,62,2.49
CA-063,Plumas County,California,2015,October,1.73,-0.63,62,2.36
CA-065,Riverside County,California,2015,October,0.76,0.35,103,0.41
CA-067,Sacramento County,California,2015,October,0.3,-0.61,46,0.91
CA-069,San Benito County,California,2015,October,0.52,-0.14,71,0.66
CA-071,San Bernardino County,California,2015,October,0.9,0.53,115,0.37
CA-073,San Diego County,California,2015,October,0.63,0.03,86,0.6
CA-075,San Francisco County,California,2015,October,0.02,-1.18,11,1.2
CA-077,San Joaquin County,California,2015,October,0.22,-0.47,39,0.69
CA-079,San Luis Obispo County,California,2015,October,0.14,-0.52,45,0.66
CA-081,San Mateo County,California,2015,October,0.1,-1.24,19,1.34
CA-083,Santa Barbara County,California,2015,October,0.18,-0.48,45,0.66
CA-085,Santa Clara County,California,2015,October,0.28,-0.75,42,1.03
CA-087,Santa Cruz County,California,2015,October,0.1,-1.33,22,1.43
CA-089,Shasta County,California,2015,October,0.88,-1.62,35,2.5
CA-091,Sierra County,California,2015,October,1.81,-0.79,60,2.6
CA-093,Siskiyou County,California,2015,October,0.86,-1.75,26,2.61
CA-095,Solano County,California,2015,October,0.21,-0.72,40,0.93
CA-097,Sonoma County,California,2015,October,0.18,-1.96,20,2.14
CA-099,Stanislaus County,California,2015,October,0.39,-0.24,64,0.63
CA-101,Sutter County,California,2015,October,0.08,-0.94,20,1.02
CA-103,Tehama County,California,2015,October,0.62,-1.51,32,2.13
CA-105,Trinity County,California,2015,October,0.92,-2.57,31,3.49
CA-107,Tulare County,California,2015,October,2.45,1.57,117,0.88
CA-109,Tuolumne County,California,2015,October,2.34,0.28,80,2.06
CA-111,Ventura County,California,2015,October,0.29,-0.32,63,0.61
CA-113,Yolo County,California,2015,October,0.18,-0.76,32,0.94
CA-115,Yuba County,California,2015,October,0.49,-1.49,31,1.98
CA-001,Alameda County,California,2015,November,2.41,0.3,85,2.11
CA-003,Alpine County,California,2015,November,4.68,0.88,92,3.8
CA-005,Amador County,California,2015,November,5.26,1.27,95,3.99
CA-007,Butte County,California,2015,November,3.8,-1.55,60,5.35
CA-009,Calaveras County,California,2015,November,5.26,1.44,94,3.82
CA-011,Colusa County,California,2015,November,2.16,-0.38,69,2.54
CA-013,Contra Costa County,California,2015,November,1.86,-0.2,72,2.06
CA-015,Del Norte County,California,2015,November,8.15,-3.74,50,11.89
CA-017,El Dorado County,California,2015,November,5.25,0.22,81,5.03
CA-019,Fresno County,California,2015,November,2.55,0.69,97,1.86
CA-021,Glenn County,California,2015,November,1.54,-1.52,48,3.06
CA-023,Humboldt County,California,2015,November,5.43,-3.69,42,9.12
CA-025,Imperial County,California,2015,November,0.04,-0.17,56,0.21
CA-027,Inyo County,California,2015,November,0.16,-0.32,47,0.48
CA-029,Kern County,California,2015,November,0.76,-0.02,78,0.78
CA-031,Kings County,California,2015,November,0.79,0.13,82,0.66
CA-033,Lake County,California,2015,November,2.42,-2.72,42,5.14
CA-035,Lassen County,California,2015,November,2.23,-0.02,85,2.25
CA-037,Los Angeles County,California,2015,November,0.29,-1,39,1.29
CA-039,Madera County,California,2015,November,3.05,0.71,95,2.34
CA-041,Marin County,California,2015,November,1.84,-2.55,38,4.39
CA-043,Mariposa County,California,2015,November,4.23,0.8,95,3.43
CA-045,Mendocino County,California,2015,November,3.54,-3.14,41,6.68
CA-047,Merced County,California,2015,November,2.34,1.16,114,1.18
CA-049,Modoc County,California,2015,November,1.64,-0.46,58,2.1
CA-051,Mono County,California,2015,November,1.85,0.37,90,1.48
CA-053,Monterey County,California,2015,November,3.07,1.11,99,1.96
CA-055,Napa County,California,2015,November,1.68,-1.86,45,3.54
CA-057,Nevada County,California,2015,November,5.11,-0.84,76,5.95
CA-059,Orange County,California,2015,November,0.26,-0.93,35,1.19
CA-061,Placer County,California,2015,November,4.98,-0.37,82,5.35
CA-063,Plumas County,California,2015,November,3.96,-0.9,72,4.86
CA-065,Riverside County,California,2015,November,0.15,-0.49,38,0.64
CA-067,Sacramento County,California,2015,November,1.92,-0.19,71,2.11
CA-069,San Benito County,California,2015,November,3.39,1.72,114,1.67
CA-071,San Bernardino County,California,2015,November,0.23,-0.27,53,0.5
CA-073,San Diego County,California,2015,November,0.88,-0.31,57,1.19
CA-075,San Francisco County,California,2015,November,1.66,-1.23,46,2.89
CA-077,San Joaquin County,California,2015,November,1.96,0.44,89,1.52
CA-079,San Luis Obispo County,California,2015,November,1.36,-0.17,72,1.53
CA-081,San Mateo County,California,2015,November,2.42,-0.74,62,3.16
CA-083,Santa Barbara County,California,2015,November,0.73,-0.92,55,1.65
CA-085,Santa Clara County,California,2015,November,3.33,0.87,96,2.47
CA-087,Santa Cruz County,California,2015,November,3.77,0.2,80,3.57
CA-089,Shasta County,California,2015,November,2.54,-2.82,38,5.36
CA-091,Sierra County,California,2015,November,4.64,-0.72,75,5.36
CA-093,Siskiyou County,California,2015,November,2.22,-3.18,24,5.4
CA-095,Solano County,California,2015,November,1.59,-0.63,58,2.22
CA-097,Sonoma County,California,2015,November,2.01,-3.2,32,5.21
CA-099,Stanislaus County,California,2015,November,2.51,1.05,105,1.46
CA-101,Sutter County,California,2015,November,2.36,0.12,80,2.24
CA-103,Tehama County,California,2015,November,2.64,-1.9,51,4.54
CA-105,Trinity County,California,2015,November,2.69,-5.16,24,7.85
CA-107,Tulare County,California,2015,November,2.41,0.48,92,1.93
CA-109,Tuolumne County,California,2015,November,5.17,0.84,85,4.33
CA-111,Ventura County,California,2015,November,0.27,-1.42,35,1.69
CA-113,Yolo County,California,2015,November,1.83,-0.41,65,2.24
CA-115,Yuba County,California,2015,November,3.75,-0.82,67,4.57
CA-001,Alameda County,California,2015,December,3.52,0.3,80,3.22
CA-003,Alpine County,California,2015,December,7.97,2.27,94,5.7
CA-005,Amador County,California,2015,December,8.16,2.66,100,5.5
CA-007,Butte County,California,2015,December,7.78,0.2,77,7.58
CA-009,Calaveras County,California,2015,December,8.02,2.71,100,5.31
CA-011,Colusa County,California,2015,December,3.15,-1.01,53,4.16
CA-013,Contra Costa County,California,2015,December,3.11,-0.1,73,3.21
CA-015,Del Norte County,California,2015,December,30.81,17.41,128,13.4
CA-017,El Dorado County,California,2015,December,10.41,3.3,96,7.11
CA-019,Fresno County,California,2015,December,3.21,0.23,80,2.98
CA-021,Glenn County,California,2015,December,4.1,-0.61,64,4.71
CA-023,Humboldt County,California,2015,December,22.11,10.95,121,11.17
CA-025,Imperial County,California,2015,December,0.07,-0.48,39,0.55
CA-027,Inyo County,California,2015,December,0.1,-0.68,21,0.78
CA-029,Kern County,California,2015,December,0.8,-0.53,43,1.33
CA-031,Kings County,California,2015,December,1.18,0.09,75,1.09
CA-033,Lake County,California,2015,December,11.38,3.23,95,8.15
CA-035,Lassen County,California,2015,December,4.56,1.56,103,3
CA-037,Los Angeles County,California,2015,December,1.05,-1.38,47,2.43
CA-039,Madera County,California,2015,December,4.37,0.86,91,3.51
CA-041,Marin County,California,2015,December,7.55,1.17,84,6.38
CA-043,Mariposa County,California,2015,December,6.67,1.48,91,5.19
CA-045,Mendocino County,California,2015,December,17.19,7.8,109,9.4
CA-047,Merced County,California,2015,December,1.74,-0.04,70,1.78
CA-049,Modoc County,California,2015,December,5.1,2.77,121,2.33
CA-051,Mono County,California,2015,December,2.03,-0.17,74,2.2
CA-053,Monterey County,California,2015,December,3.27,-0.16,72,3.43
CA-055,Napa County,California,2015,December,5.17,-0.47,72,5.64
CA-057,Nevada County,California,2015,December,11.46,3.42,95,8.04
CA-059,Orange County,California,2015,December,0.79,-1.3,44,2.09
CA-061,Placer County,California,2015,December,10.15,2.83,92,7.32
CA-063,Plumas County,California,2015,December,8.19,1.56,85,6.63
CA-065,Riverside County,California,2015,December,0.44,-0.79,41,1.23
CA-067,Sacramento County,California,2015,December,2.22,-0.73,55,2.95
CA-069,San Benito County,California,2015,December,2.53,-0.28,68,2.81
CA-071,San Bernardino County,California,2015,December,0.27,-0.61,37,0.88
CA-073,San Diego County,California,2015,December,1.57,-0.61,65,2.18
CA-075,San Francisco County,California,2015,December,5.19,0.9,86,4.29
CA-077,San Joaquin County,California,2015,December,2.22,-0.06,73,2.28
CA-079,San Luis Obispo County,California,2015,December,1.59,-1.25,48,2.84
CA-081,San Mateo County,California,2015,December,5.94,0.83,82,5.11
CA-083,Santa Barbara County,California,2015,December,1.03,-1.86,37,2.89
CA-085,Santa Clara County,California,2015,December,4.79,0.68,85,4.11
CA-087,Santa Cruz County,California,2015,December,6.64,0.64,80,6
CA-089,Shasta County,California,2015,December,10.58,3.91,102,6.67
CA-091,Sierra County,California,2015,December,9.88,2.67,93,7.21
CA-093,Siskiyou County,California,2015,December,11.95,5.6,119,6.35
CA-095,Solano County,California,2015,December,2.71,-0.79,59,3.5
CA-097,Sonoma County,California,2015,December,10.11,2.55,91,7.56
CA-099,Stanislaus County,California,2015,December,2.47,0.25,79,2.22
CA-101,Sutter County,California,2015,December,2.03,-1.16,43,3.19
CA-103,Tehama County,California,2015,December,7.4,1.22,87,6.18
CA-105,Trinity County,California,2015,December,18.03,7.98,114,10.05
CA-107,Tulare County,California,2015,December,3.34,0,79,3.34
CA-109,Tuolumne County,California,2015,December,8.66,2.29,91,6.37
CA-111,Ventura County,California,2015,December,0.78,-2.4,33,3.18
CA-113,Yolo County,California,2015,December,2.21,-1.41,45,3.62
CA-115,Yuba County,California,2015,December,7.11,0.93,79,6.18
CA-001,Alameda County,California,2016,January,5.65,1.68,101,3.97
CA-003,Alpine County,California,2016,January,8.29,1.69,97,6.6
CA-005,Amador County,California,2016,January,9.96,3.26,104,6.7
CA-007,Butte County,California,2016,January,14.46,5.73,111,8.73
CA-009,Calaveras County,California,2016,January,9.56,2.9,102,6.66
